WKT,id,photoURL,lat,long,rubbishRunID,userName,rubbishType,city,totalNumberOfItemsTagged,datetime,date,Mile,dist_m,Morphology,Brand,Survey Type,Data Cleaning Notes
"POINT (-116.5694011 33.6408775)",TImmIQfGE1k3MB5txWf5,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FTImmIQfGE1k3MB5txWf5.jpg?alt=media&token=19119e57-33d0-450e-ab81-fc4478af3d2b,33.6408775,-116.5694011,QuWzVGdDsuBfV3c2zeyH,macygustavus,plastic foam,Mountain Center,1.0,2023-04-12T20:35:44.988131Z,4/12/2023,160.0,63.81136268,Fragment,,,
"POINT (-116.5767138 33.5496393)",PQnxdPfz85d3g7hEXY9u,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FPQnxdPfz85d3g7hEXY9u.jpg?alt=media&token=51356366-21d9-46a4-aa17-ce1807a97bbd,33.5496393,-116.5767138,LrvW0X5WxlFyKZlxtWmY,notracetrails,food,Anza,1.0,2023-04-09T16:36:32.356097Z,4/9/2023,150.0,407.2059813,Peanuts,,,
"POINT (-116.5764764 33.5492253)",eKv5mzlh2NCw4FnH6PLE,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FeKv5mzlh2NCw4FnH6PLE.jpg?alt=media&token=0898de47-72b1-4698-93dd-8d8ae1c26dc5,33.5492253,-116.5764764,LrvW0X5WxlFyKZlxtWmY,notracetrails,plastic rubber,Anza,1.0,2023-04-09T16:34:53.855420Z,4/9/2023,150.0,364.5559149,Fragment,,,
"POINT (-116.5773982 33.5457318)",cI2fJXhZYpCchX870psG,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FcI2fJXhZYpCchX870psG.jpg?alt=media&token=2ec85b51-cf39-4120-9051-73783760ae2a,33.5457318,-116.5773982,LrvW0X5WxlFyKZlxtWmY,notracetrails,soft plastic,Anza,1.0,2023-04-09T16:23:49.523607Z,4/9/2023,150.0,37.16266203,Package End,,,
"POINT (-116.5748451 33.4788647)",WgUoYuZxciIrOs9H9EAJ,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FWgUoYuZxciIrOs9H9EAJ.jpg?alt=media&token=950a1071-0c7f-4ae5-a295-15b74a40a48a,33.4788647,-116.5748451,7Ul9gsb2BOZtxCz3uMJj,macygustavus,sanitary waste,Anza,1.0,2023-04-08T21:43:59.985562Z,4/8/2023,140.0,85.79263664,Toilet Paper,,,
"POINT (-116.6070966 33.406287)",un7DnpHK6UOKKBB5ynlS,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fun7DnpHK6UOKKBB5ynlS.jpg?alt=media&token=febaf95a-7b24-4054-934b-f6e1fef9d198,33.406287,-116.6070966,m37u0vsrJIMrCygDYZqe,notracetrails,sanitary waste,Warner Springs,1.0,2023-04-08T16:54:36.843958Z,4/8/2023,130.0,368.7920834,Toilet Paper,,,
"POINT (-116.6314469 33.3421031)",JUGLPBUUcat4k0qd8FFX,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FJUGLPBUUcat4k0qd8FFX.jpg?alt=media&token=ec3867c2-43fb-4b4e-a272-53a7e351ae3c,33.3421031,-116.6314469,qA86ppLOWs39ttN3G32c,notracetrails,sanitary waste,Warner Springs,1.0,2023-04-07T21:16:36.851192Z,4/7/2023,120.0,417.2454254,Toilet Paper,,,
"POINT (-116.6325824 33.3414461)",VisGQ8SfOuLZ0CvG3m6u,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FVisGQ8SfOuLZ0CvG3m6u.jpg?alt=media&token=56d74bec-6ad8-4f83-bb0e-54898b24a290,33.3414461,-116.6325824,qA86ppLOWs39ttN3G32c,notracetrails,plastic rubber,Warner Springs,1.0,2023-04-07T21:12:58.548543Z,4/7/2023,120.0,358.8093435,Shoe Tread,,,
"POINT (-116.6585936 33.2777213)",5qpV1VBeZTPt68DNJ2sA,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F5qpV1VBeZTPt68DNJ2sA.jpg?alt=media&token=2c245948-2dc9-451e-9ec2-51b2b6dc2e88,33.2777213,-116.6585936,wZMUD7fH4N68bYNBvinR,notracetrails,sanitary waste,Warner Springs,1.0,2023-04-07T15:05:29.649749Z,4/7/2023,110.0,717.9105869,Toilet Paper,,,
"POINT (-116.6585842 33.277667)",0iKUW4uodTkaeCz4qRtk,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F0iKUW4uodTkaeCz4qRtk.jpg?alt=media&token=1d79576a-747e-4e84-abf2-971c99f13b41,33.277667,-116.6585842,wZMUD7fH4N68bYNBvinR,notracetrails,sanitary waste,Warner Springs,1.0,2023-04-07T15:05:14.285785Z,4/7/2023,110.0,713.354604,Toilet Paper,,,
"POINT (-116.6585766 33.2776878)",pRdRuaGOg4xlok6kWVZi,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FpRdRuaGOg4xlok6kWVZi.jpg?alt=media&token=c3bd4b58-646e-491c-b622-ce2afbbe2335,33.2776878,-116.6585766,wZMUD7fH4N68bYNBvinR,notracetrails,sanitary waste,Warner Springs,1.0,2023-04-07T15:04:56.801243Z,4/7/2023,110.0,714.3008092,Toilet Paper,,,
"POINT (-116.6581039 33.2772593)",78XeS7hPWzIHzmK6YqZw,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F78XeS7hPWzIHzmK6YqZw.jpg?alt=media&token=532ab2ef-78ca-4899-aafa-1e009afec468,33.2772593,-116.6581039,wZMUD7fH4N68bYNBvinR,notracetrails,food,Warner Springs,1.0,2023-04-07T15:03:24.865161Z,4/7/2023,110.0,650.0663047,Orange Peel,,,
"POINT (-116.657201 33.2764332)",DC0hiA9CkO5oOFXMWCtP,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FDC0hiA9CkO5oOFXMWCtP.jpg?alt=media&token=1c87d848-8290-434d-b859-e436f137cb99,33.2764332,-116.657201,wZMUD7fH4N68bYNBvinR,notracetrails,sanitary waste,Warner Springs,1.0,2023-04-07T15:01:06.776201Z,4/7/2023,110.0,527.2335219,Bandage,,,
"POINT (-116.6571563 33.2764071)",8kOoKXvotSqT7fYS1q3H,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F8kOoKXvotSqT7fYS1q3H.jpg?alt=media&token=2c7f3266-fe2a-4352-89c3-cf756dd95d1a,33.2764071,-116.6571563,wZMUD7fH4N68bYNBvinR,notracetrails,plastic rubber,Warner Springs,1.0,2023-04-07T15:00:37.427033Z,4/7/2023,110.0,522.171012,Fragment,,,
"POINT (-116.6569509 33.2762568)",TeEJCt1AodcIrpJCxZqG,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FTeEJCt1AodcIrpJCxZqG.jpg?alt=media&token=0b8a7432-4f38-4a44-bc24-cb5dc2ee9d85,33.2762568,-116.6569509,wZMUD7fH4N68bYNBvinR,notracetrails,soft plastic,Warner Springs,1.0,2023-04-07T14:59:51.625114Z,4/7/2023,110.0,496.8535814,Package End,,,
"POINT (-116.6533512 33.2738728)",yHtLfjbvT1YEblkhkbPq,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FyHtLfjbvT1YEblkhkbPq.jpg?alt=media&token=5a809842-8238-4187-b4af-496358d3ae88,33.2738728,-116.6533512,wZMUD7fH4N68bYNBvinR,notracetrails,glass,Warner Springs,1.0,2023-04-07T14:51:55.509541Z,4/7/2023,110.0,70.60562772,Fiberglass Sign,,,
"POINT (-116.6527942 33.273624)",CxKhYHI2qYFB2MiXKWDf,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FCxKhYHI2qYFB2MiXKWDf.jpg?alt=media&token=343293e9-3730-4831-a2e4-d3778cf4d693,33.273624,-116.6527942,wZMUD7fH4N68bYNBvinR,notracetrails,soft plastic,Warner Springs,1.0,2023-04-07T14:50:29.831647Z,4/7/2023,110.0,12.05836348,Fragment,,,
"POINT (-116.5794642 33.2097108)",gMWR0f8rauSMBGsXPuFM,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FgMWR0f8rauSMBGsXPuFM.jpg?alt=media&token=77df7329-a8ab-4bbe-847b-1360737f5a93,33.2097108,-116.5794642,KNeWgjTxBQYxswnfKGL0,notracetrails,metal,Warner Springs,1.0,2023-04-06T16:40:29.974043Z,4/6/2023,100.0,205.8168799,Fragment,,,
"POINT (-116.5797143 33.2090919)",UmuDFBpvqLCpMUcqP7OQ,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FUmuDFBpvqLCpMUcqP7OQ.jpg?alt=media&token=24e16ae4-e956-4ac4-abea-3cde81d9035f,33.2090919,-116.5797143,KNeWgjTxBQYxswnfKGL0,notracetrails,plastic rubber,Warner Springs,1.0,2023-04-06T16:38:44.428089Z,4/6/2023,100.0,178.9690582,Shoe Tread,,,
"POINT (-116.578036 33.2082984)",HWZlSMY4S7f7nWCcDN8H,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FHWZlSMY4S7f7nWCcDN8H.jpg?alt=media&token=ad3a87fb-5caa-4172-9781-326ee66f1fee,33.2082984,-116.578036,KNeWgjTxBQYxswnfKGL0,notracetrails,metal,Warner Springs,1.0,2023-04-06T16:32:30.649984Z,4/6/2023,100.0,1.341880289,Money,,,
"POINT (-116.5407735 33.1600826)",qb920QGPIUYICY65yKD6,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fqb920QGPIUYICY65yKD6.jpg?alt=media&token=3eb9e497-1452-4d82-b04d-d9050b622c07,33.1600826,-116.5407735,LN1kxfeh7aAr3lS9gl9x,notracetrails,soft plastic,Ranchita,1.0,2023-04-05T18:08:25.324277Z,4/5/2023,90.0,715.7042318,Package End,Snickers Almond,,
"POINT (-116.5374774 33.1587917)",goaOuujvmUiIvTbzqei4,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FgoaOuujvmUiIvTbzqei4.jpg?alt=media&token=4f848aa5-c831-4224-b790-4631253dcd8c,33.1587917,-116.5374774,LN1kxfeh7aAr3lS9gl9x,notracetrails,metal,Ranchita,1.0,2023-04-05T17:59:57.647093Z,4/5/2023,90.0,400.2724031,Gum Wrapper,,,
"POINT (-116.5360146 33.156428)",8Ze46WNe0U0u2qi7Tjsn,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F8Ze46WNe0U0u2qi7Tjsn.jpg?alt=media&token=11ce2edf-6752-49b6-b0d8-341eb9539611,33.156428,-116.5360146,LN1kxfeh7aAr3lS9gl9x,notracetrails,soft plastic,Ranchita,1.0,2023-04-05T17:54:19.812908Z,4/5/2023,90.0,116.2813449,Fragment,,,
"POINT (-116.4819297 33.1149693)",ipfhm6KeH9uXpEpJa48t,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fipfhm6KeH9uXpEpJa48t.jpg?alt=media&token=2e664f7d-bbe4-49cd-bd66-ad8b4054e878,33.1149693,-116.4819297,21EyJ6RinlUby5fSF1kW,notracetrails,sanitary waste,Ranchita,1.0,2023-04-05T00:12:41.601889Z,4/5/2023,80.0,568.7699462,Toilet Paper,,,
"POINT (-116.4819906 33.1133101)",twMKelqpQBVASpKq4zc7,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FtwMKelqpQBVASpKq4zc7.jpg?alt=media&token=8ed68a14-e9c3-407b-bb89-808c5c3c5f61,33.1133101,-116.4819906,21EyJ6RinlUby5fSF1kW,notracetrails,metal,Ranchita,1.0,2023-04-05T00:06:42.072907Z,4/5/2023,80.0,385.8939237,Rebar,,,
"POINT (-116.5098409 33.0665098)",3nOn9o81p4Vxjgow70a6,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F3nOn9o81p4Vxjgow70a6.jpg?alt=media&token=e9a0a16f-31b2-4144-811b-55c6e1e3542d,33.0665098,-116.5098409,7lfedvLaruxu0TDEyU1i,notracetrails,uncategorized,Julian,1.0,2023-04-03T18:52:12.691315Z,4/3/2023,70.0,804.0931932,,,,Duplicate?
"POINT (-116.5098204 33.0664979)",j79US62jX1MhHuxKFRc9,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fj79US62jX1MhHuxKFRc9.jpg?alt=media&token=cd43c785-65b2-46ee-9511-e242a64d0e19,33.0664979,-116.5098204,ggjSzXglkI0XJTdrKrNc,notracetrails,metal,Julian,1.0,2023-04-03T18:51:42.849134Z,4/3/2023,70.0,803.2316274,Fragment,,,
"POINT (-116.5282892 32.9896594)",GHMCmzPxn82xhfHswlhc,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FGHMCmzPxn82xhfHswlhc.jpg?alt=media&token=e81dd5af-4b08-4374-8759-d93bfedea576,32.9896594,-116.5282892,sV9Iszg8T0Jq7LpJTyDX,notracetrails,soft plastic,Julian,1.0,2023-04-03T14:40:18.665800Z,4/3/2023,60.0,630.7016442,Package Ends,5 Before,,
"POINT (-116.526593 32.9865863)",3PrltaOioQnzOf6QB57W,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F3PrltaOioQnzOf6QB57W.jpg?alt=media&token=eec47c0f-c7a7-4332-b269-0e242874d4c0,32.9865863,-116.526593,sV9Iszg8T0Jq7LpJTyDX,notracetrails,hard plastic,Julian,1.0,2023-04-03T14:33:03.761066Z,4/3/2023,60.0,256.210265,Hiking Pole Tip,,,
"POINT (-116.5259511 32.9857462)",JHv7A5NPOXM7xBUEDFy3,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FJHv7A5NPOXM7xBUEDFy3.jpg?alt=media&token=f9b376b4-1b94-4858-895a-4b22715b7109,32.9857462,-116.5259511,sV9Iszg8T0Jq7LpJTyDX,notracetrails,soft plastic,Julian,1.0,2023-04-03T14:30:42.442884Z,4/3/2023,60.0,153.801503,Bag,Certife Par Lne,,
"POINT (-116.5255962 32.98424577)",Jwy2UxXPrTs5O04MyLIa,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FJwy2UxXPrTs5O04MyLIa.jpg?alt=media&token=4cfeefa9-1afa-4279-8d6c-2f1472d81086,32.98424577,-116.5255962,sV9Iszg8T0Jq7LpJTyDX,notracetrails,soft plastic,Julian,1.0,2023-04-03T14:25:49.061778Z,4/3/2023,60.0,28.19954269,,,,
"POINT (-116.52567 32.98422991)",ktih9GZK83HeD7mk9o0Y,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fktih9GZK83HeD7mk9o0Y.jpg?alt=media&token=56f31a21-a3ad-4ac5-8064-d6d1e18ccff9,32.98422991,-116.52567,,notracetrails,uncategorized,Julian,1.0,2023-04-03T14:24:42.704548Z,4/3/2023,60.0,23.4439701,,,,
"POINT (-116.52567 32.98422991)",hTDrNwilzrSEH2JPOmey,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FhTDrNwilzrSEH2JPOmey.jpg?alt=media&token=144841a9-1289-4257-b081-6b7adfab4856,32.98422991,-116.52567,,notracetrails,uncategorized,Julian,1.0,2023-04-03T14:24:42.704548Z,4/3/2023,60.0,23.4439701,,,,
"POINT (-116.52567 32.98422991)",KaXUBJ4oyMJtQe0piKCD,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FKaXUBJ4oyMJtQe0piKCD.jpg?alt=media&token=4d48024c-a70e-4cc6-aa96-2e8903066b55,32.98422991,-116.52567,,notracetrails,uncategorized,Julian,1.0,2023-04-03T14:24:42.704548Z,4/3/2023,60.0,23.4439701,,,,
"POINT (-116.52567 32.98422991)",Fgb0oKOnqpGcE7xlFBvJ,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FFgb0oKOnqpGcE7xlFBvJ.jpg?alt=media&token=58a04932-22de-49d7-94c7-16471a05706d,32.98422991,-116.52567,,notracetrails,uncategorized,Julian,1.0,2023-04-03T14:24:42.704548Z,4/3/2023,60.0,23.4439701,,,,
"POINT (-116.52567 32.98422991)",39XycK58NKIZEl2T6F0D,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F39XycK58NKIZEl2T6F0D.jpg?alt=media&token=9c7f9072-e38c-4c6f-ad85-f68b7f71b4f8,32.98422991,-116.52567,,notracetrails,uncategorized,Julian,1.0,2023-04-03T14:24:42.704548Z,4/3/2023,60.0,23.4439701,,,,
"POINT (-116.52567 32.9842299)",2oNmvEwWKZKC76wECVWd,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F2oNmvEwWKZKC76wECVWd.jpg?alt=media&token=fbe38c89-1c74-46fc-a188-f6b084facbbd,32.9842299,-116.52567,,notracetrails,uncategorized,Julian,1.0,2023-04-03T14:24:42.704548Z,4/3/2023,60.0,23.4439701,Fragment,,,Plastic Film?
"POINT (-116.5230434 32.98173223)",TLuqOtl3eDZewxxmCU4c,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FTLuqOtl3eDZewxxmCU4c.jpg?alt=media&token=2d60e4f9-1cbe-4b7d-8855-628d687e94c3,32.98173223,-116.5230434,IXcuoz3syGCWc8h2nQdj,notracetrails,soft plastic,Julian,1.0,2023-04-02T21:39:10.643446Z,4/2/2023,60.0,393.5357172,,,,
"POINT (-116.5230434 32.9817322)",FjMUrG8dZDtrLQGSgTvX,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FFjMUrG8dZDtrLQGSgTvX.jpg?alt=media&token=d85821d7-94cf-4165-9139-1e9774b16829,32.9817322,-116.5230434,,notracetrails,soft plastic,Julian,1.0,2023-04-02T21:37:15.723578Z,4/2/2023,60.0,393.5357172,Fragment,,,
"POINT (-116.462866 32.9237973)",uXQ5YOLztbj1miL6lrMZ,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FuXQ5YOLztbj1miL6lrMZ.jpg?alt=media&token=7bed420c-950c-4709-901f-9763619d1220,32.9237973,-116.462866,LtIV06oW1ZWVrwLZjcxO,notracetrails,plastic foam,Julian,1.0,2023-04-02T16:45:59.640312Z,4/2/2023,50.0,717.380433,Food Wrapper,Kirkland,,Plastic Film?
"POINT (-116.4623621 32.9224588)",Ncuj7WZGCP4YgueCoSV8,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FNcuj7WZGCP4YgueCoSV8.jpg?alt=media&token=b2de1ffa-034f-4466-a0ef-b49e5db14bae,32.9224588,-116.4623621,LtIV06oW1ZWVrwLZjcxO,notracetrails,metal,Julian,1.0,2023-04-02T16:42:40.243615Z,4/2/2023,50.0,571.661239,Food Wrapper,Disney/Pixar,,Plastic Film?
"POINT (-116.4620917 32.9212469)",9gCXq6GHA4iWwTI3hvNy,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F9gCXq6GHA4iWwTI3hvNy.jpg?alt=media&token=59a95923-3929-4a2b-ac0f-d03a64e9e90a,32.9212469,-116.4620917,LtIV06oW1ZWVrwLZjcxO,notracetrails,soft plastic,Julian,1.0,2023-04-02T16:39:15.104351Z,4/2/2023,50.0,458.9347769,Fragment,,,
"POINT (-116.460578 32.9196761)",9BrdTtpt3twwLk93fnfR,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F9BrdTtpt3twwLk93fnfR.jpg?alt=media&token=36cd664a-3394-4c31-ae5f-c55139223b84,32.9196761,-116.460578,LtIV06oW1ZWVrwLZjcxO,notracetrails,plastic rubber,Julian,1.0,2023-04-02T16:35:17.168048Z,4/2/2023,50.0,242.1453305,Fragment,,,
"POINT (-116.4605813 32.9196536)",qna0UFkXaPbtK4z8GVfW,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fqna0UFkXaPbtK4z8GVfW.jpg?alt=media&token=7e9870af-f63e-4d21-bc6b-43248ed6648e,32.9196536,-116.4605813,LtIV06oW1ZWVrwLZjcxO,notracetrails,glass,Julian,1.0,2023-04-02T16:34:38.276815Z,4/2/2023,50.0,241.1784224,Fragment,,,
"POINT (-116.4605553 32.9196698)",rIU1HhBOm13ANg3K8Ea3,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FrIU1HhBOm13ANg3K8Ea3.jpg?alt=media&token=cb3d28b7-aaf4-43ea-99d3-6fad4faad28f,32.9196698,-116.4605553,,notracetrails,hard plastic,Julian,1.0,2023-04-02T16:34:17.505613Z,4/2/2023,50.0,239.9549972,Fragment,,,
"POINT (-116.5143409 32.6888845)",kt1x6t3XlcWOWnciAmWn,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fkt1x6t3XlcWOWnciAmWn.jpg?alt=media&token=6013dc53-61cf-4ee0-9c52-c84cbf0e260d,32.6888845,-116.5143409,PsLWfltbkw461G4Nzqn9,notracetrails,glass,Campo,1.0,2023-03-29T20:27:19.549466Z,3/29/2023,20.0,720.7405479,Fragment,,,
"POINT (-116.514967 32.6879245)",rWVJTywgfKi1pLWeaVui,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FrWVJTywgfKi1pLWeaVui.jpg?alt=media&token=0258261d-b7e4-4d4a-a8e1-78af7bd909b6,32.6879245,-116.514967,PsLWfltbkw461G4Nzqn9,notracetrails,soft plastic,Campo,1.0,2023-03-29T20:24:53.397888Z,3/29/2023,20.0,601.6254495,Bag,,,
"POINT (-116.5150464 32.687681)",rGUAecFKCDink5E8bCDU,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FrGUAecFKCDink5E8bCDU.jpg?alt=media&token=28ac8ed1-1c55-4614-90fa-f172bb673813,32.687681,-116.5150464,PsLWfltbkw461G4Nzqn9,notracetrails,sanitary waste,Campo,1.0,2023-03-29T20:24:21.038918Z,3/29/2023,20.0,573.5515267,Toilet Paper,,,
"POINT (-116.5151285 32.6874815)",gcGxugIcy38WF57Dt3fx,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FgcGxugIcy38WF57Dt3fx.jpg?alt=media&token=7617b6f7-49a5-4d47-9ede-1326b714b18b,32.6874815,-116.5151285,PsLWfltbkw461G4Nzqn9,notracetrails,sanitary waste,Campo,1.0,2023-03-29T20:23:49.945200Z,3/29/2023,20.0,550.1177491,Fragment,,,
"POINT (-116.5153001 32.6867739)",DboW6lPvwaVBRe1vMBw4,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FDboW6lPvwaVBRe1vMBw4.jpg?alt=media&token=7881a019-629f-477f-a8cd-d2da0afb3b3c,32.6867739,-116.5153001,PsLWfltbkw461G4Nzqn9,notracetrails,plastic foam,Campo,1.0,2023-03-29T20:22:06.018019Z,3/29/2023,20.0,470.0307045,Fragment,,,
"POINT (-116.5152354 32.6866696)",Pc3N1lD3YUjbTAs2UUFc,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FPc3N1lD3YUjbTAs2UUFc.jpg?alt=media&token=310205db-8fd4-4a81-8c82-d15b0b8a0301,32.6866696,-116.5152354,PsLWfltbkw461G4Nzqn9,notracetrails,tobacco,Campo,1.0,2023-03-29T20:21:34.307812Z,3/29/2023,20.0,460.6651112,Cigarette Butt,,,
"POINT (-116.5152211 32.6865021)",zfLXyUQ7N3mU7mUAT98p,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FzfLXyUQ7N3mU7mUAT98p.jpg?alt=media&token=10051ac5-c7e0-491b-a4db-7bc2af50f1a4,32.6865021,-116.5152211,PsLWfltbkw461G4Nzqn9,notracetrails,soft plastic,Campo,1.0,2023-03-29T20:20:58.351873Z,3/29/2023,20.0,443.3323154,Fragment,,,
"POINT (-116.5167958 32.6859653)",mJo5cZiZka7BQTBpO3hP,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FmJo5cZiZka7BQTBpO3hP.jpg?alt=media&token=066789f5-d416-4960-b115-59cdf1b7c77d,32.6859653,-116.5167958,PsLWfltbkw461G4Nzqn9,notracetrails,uncategorized,Campo,1.0,2023-03-29T20:17:14.196088Z,3/29/2023,20.0,361.6893011,Lid,,,
"POINT (-116.5168191 32.6859323)",fe01AnAX2KaHQVVvaAyW,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Ffe01AnAX2KaHQVVvaAyW.jpg?alt=media&token=550b2db6-23e3-46f1-b967-3825cdbd1719,32.6859323,-116.5168191,PsLWfltbkw461G4Nzqn9,notracetrails,soft plastic,Campo,1.0,2023-03-29T20:16:52.169639Z,3/29/2023,20.0,358.0864872,Fragment,,,
"POINT (-116.5167336 32.6855521)",KOMaiq93IKcsAknDyKlK,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FKOMaiq93IKcsAknDyKlK.jpg?alt=media&token=3bae06d3-5753-4e6b-bdf2-45de28464da8,32.6855521,-116.5167336,PsLWfltbkw461G4Nzqn9,notracetrails,cloth,Campo,1.0,2023-03-29T20:15:31.578324Z,3/29/2023,20.0,315.6426949,Fragment,,,
"POINT (-116.5167248 32.6855422)",qAxTnqbErgGDki0EdP0y,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FqAxTnqbErgGDki0EdP0y.jpg?alt=media&token=2ee885bd-b781-4411-9e83-56765f0d86ad,32.6855422,-116.5167248,PsLWfltbkw461G4Nzqn9,notracetrails,cloth,Campo,1.0,2023-03-29T20:15:23.100170Z,3/29/2023,20.0,314.5394469,Fragment,,,
